"from","to","n","from_iso","to_iso","nd","PERC","NDX"
"Spain","Albania",0,"ESP","ALB",0.213517562,0,0
"Sri Lanka","Albania",0,"LKA","ALB",0.331939377,0,0
"St. Kitts and Nevis","Albania",0,"KNA","ALB",0.397369798,0,0
"St. Lucia","Albania",0,"LCA","ALB",0.303784368,0,0
"St. Vincent and the Grenadines","Albania",0,"VCT","ALB",0.361696647,0,0
"Sudan","Albania",0,"SDN","ALB",0.526867847,0,0
"Suriname","Albania",0,"SUR","ALB",0.305608387,0,0
"Swaziland","Albania",0,"SWZ","ALB",0.411058237,0,0
"Sweden","Albania",0,"SWE","ALB",0.205265765,0,0
"Switzerland","Albania",0,"CHE","ALB",0.155764363,0,0
"Syrian Arab Republic","Albania",0,"SYR","ALB",0.349158994,0,0
"Tajikistan","Albania",0,"TJK","ALB",0.398371714,0,0
"Tanzania","Albania",0,"TZA","ALB",0.535534539,0,0
"Thailand","Albania",0,"THA","ALB",0.308106181,0,0
"Timor-Leste","Albania",0,"TLS","ALB",0.534921927,0,0
"Togo","Albania",0,"TGO","ALB",0.575294446,0,0
"Tonga","Albania",0,"TON","ALB",0.416826951,0,0
"Trinidad and Tobago","Albania",0,"TTO","ALB",0.302344053,0,0
"Tunisia","Albania",0,"TUN","ALB",0.317379887,0,0
"Turkey","Albania",0,"TUR","ALB",0.277430808,0,0
"Turkmenistan","Albania",0,"TKM","ALB",0.293216469,0,0
"Turks and Caicos Islands","Albania",0,"TCA","ALB",NA,NA,NA
"Tuvalu","Albania",0,"TUV","ALB",NA,NA,NA
"Uganda","Albania",0,"UGA","ALB",0.521598036,0,0
"Ukraine","Albania",0,"UKR","ALB",0.262116511,0,0
"United Arab Emirates","Albania",0,"ARE","ALB",0.297816031,0,0
"United Kingdom","Albania",0,"GBR","ALB",0.164744418,0,0
"United States","Albania",0,"USA","ALB",0.199021375,0,0
"Uruguay","Albania",0,"URY","ALB",0.273960494,0,0
"Uzbekistan","Albania",0,"UZB","ALB",0.304348356,0,0
"Vanuatu","Albania",0,"VUT","ALB",0.447106462,0,0
"Venezuela, RB","Albania",0,"VEN","ALB",0.284910779,0,0
"Vietnam","Albania",0,"VNM","ALB",0.381388268,0,0
"Virgin Islands (U.S.)","Albania",0,"VIR","ALB",NA,0,NA
"West Bank and Gaza","Albania",0,"PSE","ALB",NA,0,NA
"Yemen, Rep.","Albania",0,"YEM","ALB",0.527486219,0,0
"Zambia","Albania",0,"ZMB","ALB",0.4972256,0,0
"Zimbabwe","Albania",0,"ZWE","ALB",0.472287007,0,0
"Other South","Albania",42.1325901270741,NA,"ALB",NA,4.16234737997564e-06,NA
"Other North","Albania",531.139472326644,NA,"ALB",NA,0.000200833381754726,NA
"Afghanistan","Algeria",NA,"AFG","DZA",0.582658705,NA,NA
"Albania","Algeria",NA,"ALB","DZA",0.332708616,NA,NA
"Algeria","Algeria",NA,"DZA","DZA",0.332497303,NA,NA
"American Samoa","Algeria",NA,"ASM","DZA",NA,NA,NA
"Andorra","Algeria",NA,"AND","DZA",NA,NA,NA
"Angola","Algeria",NA,"AGO","DZA",0.515639404,NA,NA
"Antigua and Barbuda","Algeria",NA,"ATG","DZA",0.410103328,NA,NA
"Argentina","Algeria",NA,"ARG","DZA",0.262239067,NA,NA
"Armenia","Algeria",NA,"ARM","DZA",0.29721401,NA,NA
"Aruba","Algeria",NA,"ABW","DZA",NA,NA,NA
"Australia","Algeria",NA,"AUS","DZA",0.238866553,NA,NA
"Austria","Algeria",NA,"AUT","DZA",0.194990141,NA,NA
"Azerbaijan","Algeria",NA,"AZE","DZA",0.292860758,NA,NA
"Bahamas, The","Algeria",NA,"BHS","DZA",0.3484318,NA,NA
"Bahrain","Algeria",NA,"BHR","DZA",0.338698428,NA,NA
"Bangladesh","Algeria",NA,"BGD","DZA",0.495135268,NA,NA
"Barbados","Algeria",NA,"BRB","DZA",0.351954265,NA,NA
"Belarus","Algeria",NA,"BLR","DZA",0.230041615,NA,NA
"Belgium","Algeria",NA,"BEL","DZA",0.205225833,NA,NA
"Belize","Algeria",NA,"BLZ","DZA",0.293049515,NA,NA
"Benin","Algeria",NA,"BEN","DZA",0.517243631,NA,NA
"Bermuda","Algeria",NA,"BMU","DZA",NA,NA,NA
"Bhutan","Algeria",NA,"BTN","DZA",0.422441886,NA,NA
"Bolivia","Algeria",NA,"BOL","DZA",0.378167921,NA,NA
"Bosnia and Herzegovina","Algeria",NA,"BIH","DZA",0.2722268,NA,NA
"Botswana","Algeria",NA,"BWA","DZA",0.421447167,NA,NA
"Brazil","Algeria",NA,"BRA","DZA",0.295596157,NA,NA
"Brunei Darussalam","Algeria",NA,"BRN","DZA",0.302437937,NA,NA
"Bulgaria","Algeria",NA,"BGR","DZA",0.223077829,NA,NA
"Burkina Faso","Algeria",NA,"BFA","DZA",0.533261358,NA,NA
"Burundi","Algeria",NA,"BDI","DZA",0.589934385,NA,NA
"Cambodia","Algeria",NA,"KHM","DZA",0.49951571,NA,NA
"Cameroon","Algeria",NA,"CMR","DZA",0.474332679,NA,NA
"Canada","Algeria",NA,"CAN","DZA",0.233574656,NA,NA
"Cape Verde","Algeria",NA,"CPV","DZA",0.349308351,NA,NA
"Cayman Islands","Algeria",NA,"CYM","DZA",NA,NA,NA
"Central African Republic","Algeria",NA,"CAF","DZA",0.578744904,NA,NA
"Chad","Algeria",NA,"TCD","DZA",0.544175509,NA,NA
"Channel Islands","Algeria",NA,"","DZA",NA,NA,NA
"Chile","Algeria",NA,"CHL","DZA",0.282457473,NA,NA
"China","Algeria",NA,"CHN","DZA",0.303023198,NA,NA
"Colombia","Algeria",NA,"COL","DZA",0.29815216,NA,NA
"Comoros","Algeria",NA,"COM","DZA",0.460379667,NA,NA
"Congo, Dem. Rep.","Algeria",NA,"COD","DZA",0.571658773,NA,NA
"Congo, Rep.","Algeria",NA,"COG","DZA",0.488770024,NA,NA
"Costa Rica","Algeria",NA,"CRI","DZA",0.342986709,NA,NA
"Côte d'Ivoire","Algeria",NA,"CIV","DZA",0.502742155,NA,NA
"Croatia","Algeria",NA,"HRV","DZA",0.2074084,NA,NA
"Cuba","Algeria",NA,"CUB","DZA",0.386899275,NA,NA
"Cyprus","Algeria",NA,"CYP","DZA",0.226918286,NA,NA
"Czech Republic","Algeria",NA,"CZE","DZA",0.167790564,NA,NA
"Denmark","Algeria",NA,"DNK","DZA",0.144967624,NA,NA
"Djibouti","Algeria",NA,"DJI","DZA",0.452671246,NA,NA
"Dominica","Algeria",NA,"DMA","DZA",0.40126814,NA,NA
"Dominican Republic","Algeria",NA,"DOM","DZA",0.398649596,NA,NA
"Ecuador","Algeria",NA,"ECU","DZA",0.316319862,NA,NA
"Egypt, Arab Rep.","Algeria",NA,"EGY","DZA",0.283767746,NA,NA
"El Salvador","Algeria",NA,"SLV","DZA",0.383533774,NA,NA
"Equatorial Guinea","Algeria",NA,"GNQ","DZA",0.425928626,NA,NA
"Eritrea","Algeria",NA,"ERI","DZA",0.496463053,NA,NA
"Estonia","Algeria",NA,"EST","DZA",0.252987409,NA,NA
"Ethiopia","Algeria",NA,"ETH","DZA",0.547400573,NA,NA
"Faeroe Islands","Algeria",NA,"FRO","DZA",NA,NA,NA
"Fiji","Algeria",NA,"FJI","DZA",0.421671115,NA,NA
"Finland","Algeria",NA,"FIN","DZA",0.189396599,NA,NA
"France","Algeria",NA,"FRA","DZA",0.150847644,NA,NA
"French Polynesia","Algeria",NA,"PYF","DZA",NA,NA,NA
"Gabon","Algeria",NA,"GAB","DZA",0.354821068,NA,NA
"Gambia, The","Algeria",NA,"GMB","DZA",0.496256117,NA,NA
"Georgia","Algeria",NA,"GEO","DZA",0.304407025,NA,NA
"Germany","Algeria",NA,"DEU","DZA",0.15008984,NA,NA
"Ghana","Algeria",NA,"GHA","DZA",0.472997101,NA,NA
"Gibraltar","Algeria",NA,"GIB","DZA",NA,NA,NA
"Greece","Algeria",NA,"GRC","DZA",0.246449197,NA,NA
"Greenland","Algeria",NA,"GRL","DZA",NA,NA,NA
"Grenada","Algeria",NA,"GRD","DZA",0.355232752,NA,NA
"Guam","Algeria",NA,"GUM","DZA",NA,NA,NA
"Guatemala","Algeria",NA,"GTM","DZA",0.348952548,NA,NA
"Guinea","Algeria",NA,"GIN","DZA",0.545373092,NA,NA
"Guinea-Bissau","Algeria",NA,"GNB","DZA",0.535389329,NA,NA
"Guyana","Algeria",NA,"GUY","DZA",0.401113015,NA,NA
"Haiti","Algeria",NA,"HTI","DZA",0.536118523,NA,NA
"Honduras","Algeria",NA,"HND","DZA",0.402424291,NA,NA
"Hong Kong, China","Algeria",NA,"HKG","DZA",NA,NA,NA
"Hungary","Algeria",NA,"HUN","DZA",0.211185316,NA,NA
"Iceland","Algeria",NA,"ISL","DZA",0.235824899,NA,NA
"India","Algeria",NA,"IND","DZA",0.427243396,NA,NA
"Indonesia","Algeria",NA,"IDN","DZA",0.335011941,NA,NA
"Iran, Islamic Rep.","Algeria",NA,"IRN","DZA",0.287427476,NA,NA
"Iraq","Algeria",NA,"IRQ","DZA",0.450231358,NA,NA
"Ireland","Algeria",NA,"IRL","DZA",0.193795309,NA,NA
"Isle of Man","Algeria",NA,"IMN","DZA",NA,NA,NA
"Israel","Algeria",NA,"ISR","DZA",0.255671359,NA,NA
"Italy","Algeria",NA,"ITA","DZA",0.211710304,NA,NA
"Jamaica","Algeria",NA,"JAM","DZA",0.361660893,NA,NA
"Japan","Algeria",NA,"JPN","DZA",0.28963038,NA,NA
"Jordan","Algeria",NA,"JOR","DZA",0.304453064,NA,NA
"Kazakhstan","Algeria",NA,"KAZ","DZA",0.28386346,NA,NA
"Kenya","Algeria",NA,"KEN","DZA",0.530444735,NA,NA
"Kiribati","Algeria",NA,"KIR","DZA",NA,NA,NA
"Korea, Dem. Rep.","Algeria",NA,"PRK","DZA",0.418956817,NA,NA
"Korea, Rep.","Algeria",NA,"KOR","DZA",0.347391189,NA,NA
"Kosovo","Algeria",NA,"KOS","DZA",NA,NA,NA
"Kuwait","Algeria",NA,"KWT","DZA",0.321234027,NA,NA
"Kyrgyz Republic","Algeria",NA,"KGZ","DZA",0.354819055,NA,NA
"Lao PDR","Algeria",NA,"LAO","DZA",0.4813817,NA,NA
"Latvia","Algeria",NA,"LVA","DZA",0.262947089,NA,NA
"Lebanon","Algeria",NA,"LBN","DZA",0.350353473,NA,NA
"Lesotho","Algeria",NA,"LSO","DZA",0.478677282,NA,NA
"Liberia","Algeria",NA,"LBR","DZA",0.574009116,NA,NA
"Libya","Algeria",NA,"LBY","DZA",0.365473417,NA,NA
"Liechtenstein","Algeria",NA,"LIE","DZA",NA,NA,NA
"Lithuania","Algeria",NA,"LTU","DZA",0.257202643,NA,NA
"Luxembourg","Algeria",NA,"LUX","DZA",0.129131919,NA,NA
"Macao, China","Algeria",NA,"MAC","DZA",NA,NA,NA
"Macedonia, FYR","Algeria",NA,"MKD","DZA",0.302812714,NA,NA
"Madagascar","Algeria",NA,"MDG","DZA",0.538860332,NA,NA
"Malawi","Algeria",NA,"MWI","DZA",0.491810578,NA,NA
"Malaysia","Algeria",NA,"MYS","DZA",0.309853932,NA,NA
"Maldives","Algeria",NA,"MDV","DZA",0.397870661,NA,NA
"Mali","Algeria",NA,"MLI","DZA",0.544416313,NA,NA
"Malta","Algeria",NA,"MLT","DZA",0.255508018,NA,NA
"Marshall Islands","Algeria",NA,"MHL","DZA",NA,NA,NA
"Mauritania","Algeria",NA,"MRT","DZA",0.465284438,NA,NA
"Mauritius","Algeria",NA,"MUS","DZA",0.339225937,NA,NA
"Mayotte","Algeria",NA,"MYT","DZA",NA,NA,NA
"Mexico","Algeria",NA,"MEX","DZA",0.289546763,NA,NA
"Micronesia, Fed. Sts.","Algeria",NA,"FSM","DZA",0.482598445,NA,NA
"Moldova","Algeria",NA,"MDA","DZA",0.322664458,NA,NA
"Monaco","Algeria",NA,"MCO","DZA",0.188172353,NA,NA
"Mongolia","Algeria",NA,"MNG","DZA",0.399306925,NA,NA
"Montenegro","Algeria",NA,"MNE","DZA",NA,NA,NA
"Morocco","Algeria",NA,"MAR","DZA",0.364708027,NA,NA
"Mozambique","Algeria",NA,"MOZ","DZA",0.513186923,NA,NA
"Myanmar","Algeria",NA,"MMR","DZA",0.450518179,NA,NA
"Namibia","Algeria",NA,"NAM","DZA",0.427028075,NA,NA
"Nepal","Algeria",NA,"NPL","DZA",0.477594163,NA,NA
"Netherlands","Algeria",NA,"NLD","DZA",0.19057085,NA,NA
"Netherlands Antilles","Algeria",NA,"ANT","DZA",NA,NA,NA
"New Caledonia","Algeria",NA,"NCL","DZA",NA,NA,NA
"New Zealand","Algeria",NA,"NZL","DZA",0.25937051,NA,NA
"Nicaragua","Algeria",NA,"NIC","DZA",0.375611552,NA,NA
"Niger","Algeria",NA,"NER","DZA",0.529114441,NA,NA
"Nigeria","Algeria",NA,"NGA","DZA",0.502678199,NA,NA
"Northern Mariana Islands","Algeria",NA,"MNP","DZA",NA,NA,NA
"Norway","Algeria",NA,"NOR","DZA",0.161815828,NA,NA
"Oman","Algeria",NA,"OMN","DZA",0.320837551,NA,NA
"Pakistan","Algeria",NA,"PAK","DZA",0.430075243,NA,NA
"Palau","Algeria",NA,"PLW","DZA",NA,NA,NA
"Panama","Algeria",NA,"PAN","DZA",0.339105111,NA,NA
"Papua New Guinea","Algeria",NA,"PNG","DZA",0.5018407,NA,NA
"Paraguay","Algeria",NA,"PRY","DZA",0.344765468,NA,NA
"Peru","Algeria",NA,"PER","DZA",0.369894385,NA,NA
"Philippines","Algeria",NA,"PHL","DZA",0.381765514,NA,NA
"Poland","Algeria",NA,"POL","DZA",0.149939918,NA,NA
"Portugal","Algeria",NA,"PRT","DZA",0.254607569,NA,NA
"Puerto Rico","Algeria",NA,"PRI","DZA",NA,NA,NA
"Qatar","Algeria",NA,"QAT","DZA",0.293961871,NA,NA
"Romania","Algeria",NA,"ROU","DZA",0.25070976,NA,NA
"Russian Federation","Algeria",NA,"RUS","DZA",0.289435913,NA,NA
"Rwanda","Algeria",NA,"RWA","DZA",0.520745874,NA,NA
"Samoa","Algeria",NA,"WSM","DZA",NA,NA,NA
"San Marino","Algeria",NA,"SMR","DZA",NA,NA,NA
"São Tomé and Principe","Algeria",NA,"STP","DZA",0.502075232,NA,NA
"Saudi Arabia","Algeria",NA,"SAU","DZA",0.341458032,NA,NA
"Senegal","Algeria",NA,"SEN","DZA",0.472086175,NA,NA
"Serbia","Algeria",NA,"SRB","DZA",0.334148658,NA,NA
"Seychelles","Algeria",NA,"SYC","DZA",0.372139737,NA,NA
"Sierra Leone","Algeria",NA,"SLE","DZA",0.589453921,NA,NA
"Singapore","Algeria",NA,"SGP","DZA",0.352335547,NA,NA
"Slovak Republic","Algeria",NA,"SVK","DZA",0.187754477,NA,NA
"Slovenia","Algeria",NA,"SVN","DZA",0.170795336,NA,NA
"Solomon Islands","Algeria",NA,"SLB","DZA",0.54393412,NA,NA
"Somalia","Algeria",NA,"SOM","DZA",0.619269074,NA,NA
"South Africa","Algeria",NA,"ZAF","DZA",0.365560843,NA,NA
"Spain","Algeria",NA,"ESP","DZA",0.213517562,NA,NA
"Sri Lanka","Algeria",NA,"LKA","DZA",0.331939377,NA,NA
"St. Kitts and Nevis","Algeria",NA,"KNA","DZA",0.397369798,NA,NA
"St. Lucia","Algeria",NA,"LCA","DZA",0.303784368,NA,NA
"St. Vincent and the Grenadines","Algeria",NA,"VCT","DZA",0.361696647,NA,NA
"Sudan","Algeria",NA,"SDN","DZA",0.526867847,NA,NA
"Suriname","Algeria",NA,"SUR","DZA",0.305608387,NA,NA
"Swaziland","Algeria",NA,"SWZ","DZA",0.411058237,NA,NA
"Sweden","Algeria",NA,"SWE","DZA",0.205265765,NA,NA
"Switzerland","Algeria",NA,"CHE","DZA",0.155764363,NA,NA
"Syrian Arab Republic","Algeria",NA,"SYR","DZA",0.349158994,NA,NA
"Tajikistan","Algeria",NA,"TJK","DZA",0.398371714,NA,NA
"Tanzania","Algeria",NA,"TZA","DZA",0.535534539,NA,NA
"Thailand","Algeria",NA,"THA","DZA",0.308106181,NA,NA
"Timor-Leste","Algeria",NA,"TLS","DZA",0.534921927,NA,NA
"Togo","Algeria",NA,"TGO","DZA",0.575294446,NA,NA
"Tonga","Algeria",NA,"TON","DZA",0.416826951,NA,NA
"Trinidad and Tobago","Algeria",NA,"TTO","DZA",0.302344053,NA,NA
"Tunisia","Algeria",NA,"TUN","DZA",0.317379887,NA,NA
"Turkey","Algeria",NA,"TUR","DZA",0.277430808,NA,NA
"Turkmenistan","Algeria",NA,"TKM","DZA",0.293216469,NA,NA
"Turks and Caicos Islands","Algeria",NA,"TCA","DZA",NA,NA,NA
"Tuvalu","Algeria",NA,"TUV","DZA",NA,NA,NA
"Uganda","Algeria",NA,"UGA","DZA",0.521598036,NA,NA
"Ukraine","Algeria",NA,"UKR","DZA",0.262116511,NA,NA
"United Arab Emirates","Algeria",NA,"ARE","DZA",0.297816031,NA,NA
"United Kingdom","Algeria",NA,"GBR","DZA",0.164744418,NA,NA
"United States","Algeria",NA,"USA","DZA",0.199021375,NA,NA
"Uruguay","Algeria",NA,"URY","DZA",0.273960494,NA,NA
"Uzbekistan","Algeria",NA,"UZB","DZA",0.304348356,NA,NA
"Vanuatu","Algeria",NA,"VUT","DZA",0.447106462,NA,NA
"Venezuela, RB","Algeria",NA,"VEN","DZA",0.284910779,NA,NA
"Vietnam","Algeria",NA,"VNM","DZA",0.381388268,NA,NA
"Virgin Islands (U.S.)","Algeria",NA,"VIR","DZA",NA,NA,NA
"West Bank and Gaza","Algeria",NA,"PSE","DZA",NA,NA,NA
"Yemen, Rep.","Algeria",NA,"YEM","DZA",0.527486219,NA,NA
"Zambia","Algeria",NA,"ZMB","DZA",0.4972256,NA,NA
"Zimbabwe","Algeria",NA,"ZWE","DZA",0.472287007,NA,NA
"Other South","Algeria",NA,NA,"DZA",NA,NA,NA
"Other North","Algeria",NA,NA,"DZA",NA,NA,NA
"Afghanistan","American Samoa",0,"AFG","ASM",0.582658705,0,0
"Albania","American Samoa",0,"ALB","ASM",0.332708616,0,0
"Algeria","American Samoa",0,"DZA","ASM",0.332497303,0,0
"American Samoa","American Samoa",0,"ASM","ASM",NA,0,NA
"Andorra","American Samoa",0,"AND","ASM",NA,0,NA
"Angola","American Samoa",0,"AGO","ASM",0.515639404,0,0
"Antigua and Barbuda","American Samoa",0,"ATG","ASM",0.410103328,0,0
"Argentina","American Samoa",0,"ARG","ASM",0.262239067,0,0
"Armenia","American Samoa",0,"ARM","ASM",0.29721401,0,0
"Aruba","American Samoa",0,"ABW","ASM",NA,0,NA
"Australia","American Samoa",0,"AUS","ASM",0.238866553,0,0
"Austria","American Samoa",0,"AUT","ASM",0.194990141,0,0
"Azerbaijan","American Samoa",0,"AZE","ASM",0.292860758,0,0
"Bahamas, The","American Samoa",0,"BHS","ASM",0.3484318,0,0
"Bahrain","American Samoa",0,"BHR","ASM",0.338698428,0,0
"Bangladesh","American Samoa",0,"BGD","ASM",0.495135268,0,0
"Barbados","American Samoa",0,"BRB","ASM",0.351954265,0,0
"Belarus","American Samoa",0,"BLR","ASM",0.230041615,0,0
"Belgium","American Samoa",0,"BEL","ASM",0.205225833,0,0
"Belize","American Samoa",0,"BLZ","ASM",0.293049515,0,0
"Benin","American Samoa",0,"BEN","ASM",0.517243631,0,0
"Bermuda","American Samoa",0,"BMU","ASM",NA,0,NA
"Bhutan","American Samoa",0,"BTN","ASM",0.422441886,0,0
"Bolivia","American Samoa",0,"BOL","ASM",0.378167921,0,0
"Bosnia and Herzegovina","American Samoa",0,"BIH","ASM",0.2722268,0,0
"Botswana","American Samoa",0,"BWA","ASM",0.421447167,0,0
"Brazil","American Samoa",0,"BRA","ASM",0.295596157,0,0
"Brunei Darussalam","American Samoa",0,"BRN","ASM",0.302437937,0,0
"Bulgaria","American Samoa",0,"BGR","ASM",0.223077829,0,0
"Burkina Faso","American Samoa",0,"BFA","ASM",0.533261358,0,0
"Burundi","American Samoa",0,"BDI","ASM",0.589934385,0,0
"Cambodia","American Samoa",0,"KHM","ASM",0.49951571,0,0
"Cameroon","American Samoa",0,"CMR","ASM",0.474332679,0,0
"Canada","American Samoa",0,"CAN","ASM",0.233574656,0,0
"Cape Verde","American Samoa",0,"CPV","ASM",0.349308351,0,0
"Cayman Islands","American Samoa",0,"CYM","ASM",NA,0,NA
"Central African Republic","American Samoa",0,"CAF","ASM",0.578744904,0,0
"Chad","American Samoa",0,"TCD","ASM",0.544175509,0,0
"Channel Islands","American Samoa",0,"","ASM",NA,NA,NA
"Chile","American Samoa",0,"CHL","ASM",0.282457473,0,0
"China","American Samoa",190.878288545989,"CHN","ASM",0.303023198,2.28741236030675e-05,6.9313900856488e-06
"Colombia","American Samoa",0,"COL","ASM",0.29815216,0,0
"Comoros","American Samoa",0,"COM","ASM",0.460379667,0,0
"Congo, Dem. Rep.","American Samoa",0,"COD","ASM",0.571658773,0,0
"Congo, Rep.","American Samoa",0,"COG","ASM",0.488770024,0,0
"Costa Rica","American Samoa",0,"CRI","ASM",0.342986709,0,0
"Côte d'Ivoire","American Samoa",0,"CIV","ASM",0.502742155,0,0
"Croatia","American Samoa",0,"HRV","ASM",0.2074084,0,0
"Cuba","American Samoa",0,"CUB","ASM",0.386899275,0,0
"Cyprus","American Samoa",0,"CYP","ASM",0.226918286,0,0
"Czech Republic","American Samoa",0,"CZE","ASM",0.167790564,0,0
"Denmark","American Samoa",0,"DNK","ASM",0.144967624,0,0
"Djibouti","American Samoa",0,"DJI","ASM",0.452671246,0,0
"Dominica","American Samoa",0,"DMA","ASM",0.40126814,0,0
"Dominican Republic","American Samoa",0,"DOM","ASM",0.398649596,0,0
"Ecuador","American Samoa",0,"ECU","ASM",0.316319862,0,0
"Egypt, Arab Rep.","American Samoa",0,"EGY","ASM",0.283767746,0,0
"El Salvador","American Samoa",0,"SLV","ASM",0.383533774,0,0
"Equatorial Guinea","American Samoa",0,"GNQ","ASM",0.425928626,0,0
"Eritrea","American Samoa",0,"ERI","ASM",0.496463053,0,0
"Estonia","American Samoa",0,"EST","ASM",0.252987409,0,0
"Ethiopia","American Samoa",0,"ETH","ASM",0.547400573,0,0
"Faeroe Islands","American Samoa",0,"FRO","ASM",NA,0,NA
"Fiji","American Samoa",174.876515853511,"FJI","ASM",0.421671115,0.000959892415313243,0.000404758905045178
"Finland","American Samoa",0,"FIN","ASM",0.189396599,0,0
"France","American Samoa",0,"FRA","ASM",0.150847644,0,0
"French Polynesia","American Samoa",0,"PYF","ASM",NA,0,NA
"Gabon","American Samoa",0,"GAB","ASM",0.354821068,0,0
"Gambia, The","American Samoa",0,"GMB","ASM",0.496256117,0,0
"Georgia","American Samoa",0,"GEO","ASM",0.304407025,0,0
"Germany","American Samoa",0,"DEU","ASM",0.15008984,0,0
"Ghana","American Samoa",0,"GHA","ASM",0.472997101,0,0
"Gibraltar","American Samoa",0,"GIB","ASM",NA,NA,NA
"Greece","American Samoa",0,"GRC","ASM",0.246449197,0,0
"Greenland","American Samoa",0,"GRL","ASM",NA,0,NA
"Grenada","American Samoa",0,"GRD","ASM",0.355232752,0,0
"Guam","American Samoa",0,"GUM","ASM",NA,0,NA
"Guatemala","American Samoa",0,"GTM","ASM",0.348952548,0,0
"Guinea","American Samoa",0,"GIN","ASM",0.545373092,0,0
"Guinea-Bissau","American Samoa",0,"GNB","ASM",0.535389329,0,0
"Guyana","American Samoa",0,"GUY","ASM",0.401113015,0,0
"Haiti","American Samoa",0,"HTI","ASM",0.536118523,0,0
"Honduras","American Samoa",0,"HND","ASM",0.402424291,0,0
"Hong Kong, China","American Samoa",0,"HKG","ASM",NA,0,NA
"Hungary","American Samoa",0,"HUN","ASM",0.211185316,0,0
"Iceland","American Samoa",0,"ISL","ASM",0.235824899,0,0
"India","American Samoa",0,"IND","ASM",0.427243396,0,0
"Indonesia","American Samoa",0,"IDN","ASM",0.335011941,0,0
"Iran, Islamic Rep.","American Samoa",0,"IRN","ASM",0.287427476,0,0
"Iraq","American Samoa",0,"IRQ","ASM",0.450231358,0,0
"Ireland","American Samoa",0,"IRL","ASM",0.193795309,0,0
"Isle of Man","American Samoa",0,"IMN","ASM",NA,NA,NA
"Israel","American Samoa",0,"ISR","ASM",0.255671359,0,0
"Italy","American Samoa",0,"ITA","ASM",0.211710304,0,0
"Jamaica","American Samoa",0,"JAM","ASM",0.361660893,0,0
"Japan","American Samoa",0,"JPN","ASM",0.28963038,0,0
"Jordan","American Samoa",0,"JOR","ASM",0.304453064,0,0
"Kazakhstan","American Samoa",0,"KAZ","ASM",0.28386346,0,0
"Kenya","American Samoa",0,"KEN","ASM",0.530444735,0,0
"Kiribati","American Samoa",0,"KIR","ASM",NA,0,NA
"Korea, Dem. Rep.","American Samoa",0,"PRK","ASM",0.418956817,0,0
"Korea, Rep.","American Samoa",209.166028765964,"KOR","ASM",0.347391189,0.000100670477129458,3.49720367471997e-05
"Kosovo","American Samoa",0,"KOS","ASM",NA,0,NA
"Kuwait","American Samoa",0,"KWT","ASM",0.321234027,0,0
"Kyrgyz Republic","American Samoa",0,"KGZ","ASM",0.354819055,0,0
"Lao PDR","American Samoa",0,"LAO","ASM",0.4813817,0,0
"Latvia","American Samoa",0,"LVA","ASM",0.262947089,0,0
"Lebanon","American Samoa",0,"LBN","ASM",0.350353473,0,0
"Lesotho","American Samoa",0,"LSO","ASM",0.478677282,0,0
"Liberia","American Samoa",0,"LBR","ASM",0.574009116,0,0
"Libya","American Samoa",0,"LBY","ASM",0.365473417,0,0
"Liechtenstein","American Samoa",0,"LIE","ASM",NA,0,NA
"Lithuania","American Samoa",0,"LTU","ASM",0.257202643,0,0
"Luxembourg","American Samoa",0,"LUX","ASM",0.129131919,0,0
"Macao, China","American Samoa",0,"MAC","ASM",NA,0,NA
"Macedonia, FYR","American Samoa",0,"MKD","ASM",0.302812714,0,0
"Madagascar","American Samoa",0,"MDG","ASM",0.538860332,0,0
"Malawi","American Samoa",0,"MWI","ASM",0.491810578,0,0
"Malaysia","American Samoa",0,"MYS","ASM",0.309853932,0,0
"Maldives","American Samoa",0,"MDV","ASM",0.397870661,0,0
"Mali","American Samoa",0,"MLI","ASM",0.544416313,0,0
"Malta","American Samoa",0,"MLT","ASM",0.255508018,0,0
"Marshall Islands","American Samoa",0,"MHL","ASM",NA,0,NA
"Mauritania","American Samoa",0,"MRT","ASM",0.465284438,0,0
"Mauritius","American Samoa",0,"MUS","ASM",0.339225937,0,0
"Mayotte","American Samoa",0,"MYT","ASM",NA,0,NA
"Mexico","American Samoa",0,"MEX","ASM",0.289546763,0,0
"Micronesia, Fed. Sts.","American Samoa",0,"FSM","ASM",0.482598445,0,0
"Moldova","American Samoa",0,"MDA","ASM",0.322664458,0,0
"Monaco","American Samoa",0,"MCO","ASM",0.188172353,0,0
"Mongolia","American Samoa",0,"MNG","ASM",0.399306925,0,0
"Montenegro","American Samoa",0,"MNE","ASM",NA,0,NA
"Morocco","American Samoa",0,"MAR","ASM",0.364708027,0,0
"Mozambique","American Samoa",0,"MOZ","ASM",0.513186923,0,0
"Myanmar","American Samoa",0,"MMR","ASM",0.450518179,0,0
"Namibia","American Samoa",0,"NAM","ASM",0.427028075,0,0
"Nepal","American Samoa",0,"NPL","ASM",0.477594163,0,0
"Netherlands","American Samoa",0,"NLD","ASM",0.19057085,0,0
"Netherlands Antilles","American Samoa",0,"ANT","ASM",NA,0,NA
"New Caledonia","American Samoa",0,"NCL","ASM",NA,0,NA
"New Zealand","American Samoa",262.886265662141,"NZL","ASM",0.25937051,0.000420872064431159,0.000109161801996263
"Nicaragua","American Samoa",0,"NIC","ASM",0.375611552,0,0
